Time:long,Delta Time:ulong,Master ID:ubyte,Master Name:string,Channel Number:ubyte,Module:string,Domain:string,Class:string,Type:string,Data Message:string,Data:ulong,Trace Status:string,Receiver Status:string
157573,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
157573,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
157573,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
187088,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
187088,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
187088,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
187088,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
187088,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
187088,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
201061,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
201061,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
201061,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
201061,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
201061,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
201061,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
244611,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
244611,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
244611,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
244611,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
244611,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
244611,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
252390,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
252390,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
252390,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
252390,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
252390,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
252390,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
288138,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
288138,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
288138,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
288138,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
288138,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
288138,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
317653,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
317653,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
317653,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
317653,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
317653,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
317653,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
331626,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
331626,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
331626,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
331626,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
331626,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
331626,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
375176,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
375176,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
375176,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
375176,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
375176,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
375176,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
382955,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
382955,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
382955,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
382955,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
382955,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
382955,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
418703,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
418703,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
418703,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
418703,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
418703,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
418703,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
448218,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
448218,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
448218,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
448218,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
448218,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
448218,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
462191,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
462191,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
462191,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
462191,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
462191,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
462191,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
505741,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
505741,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
505741,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
505741,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
505741,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
505741,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
513520,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
513520,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
513520,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
513520,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
513520,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
513520,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
549268,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
549268,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
549268,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
549268,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
549268,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
549268,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
578783,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
578783,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
578783,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
578783,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
578783,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
578783,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
592756,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
592756,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
592756,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
592756,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
592756,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
592756,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
636306,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
636306,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
636306,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
636306,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
636306,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
636306,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
644085,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
644085,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
644085,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
644085,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
644085,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
644085,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
679833,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
679833,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
679833,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
679833,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
679833,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
679833,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
709348,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
709348,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
709348,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
709348,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
709348,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
709348,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
723321,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
723321,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
723321,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
723321,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
723321,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
723321,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
766871,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
766871,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
766871,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
766871,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
766871,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
766871,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
774650,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
774650,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
774650,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
774650,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
774650,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
774650,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
810398,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
810398,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
810398,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
810398,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
810398,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
810398,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
839913,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
839913,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
839913,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
839913,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
839913,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
839913,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
853886,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
853886,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
853886,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
853886,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
853886,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
853886,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
897436,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
897436,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
897436,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
897436,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
897436,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
897436,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
905215,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
905215,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
905215,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
905215,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
905215,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
905215,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
940963,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
940963,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
940963,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
